Timestamp, Time Taken (ms)
13/10/2024 2:17:32 PM, 5.3761
13/10/2024 2:17:32 PM, 5.487
13/10/2024 2:17:32 PM, 5.6816
13/10/2024 2:17:32 PM, 5.5618
13/10/2024 2:17:32 PM, 5.625
13/10/2024 2:17:32 PM, 5.5095
13/10/2024 2:17:32 PM, 7.1436
13/10/2024 2:17:32 PM, 5.4745
13/10/2024 2:17:33 PM, 5.3987
13/10/2024 2:17:33 PM, 5.4577
13/10/2024 2:17:33 PM, 5.315
13/10/2024 2:17:33 PM, 7.3494
13/10/2024 2:17:33 PM, 6.9906
13/10/2024 2:17:33 PM, 5.6398
13/10/2024 2:17:33 PM, 5.5001
13/10/2024 2:17:33 PM, 5.6082
13/10/2024 2:17:33 PM, 5.7148
13/10/2024 2:17:33 PM, 5.3418
13/10/2024 2:17:33 PM, 5.4485
13/10/2024 2:17:33 PM, 5.6021
13/10/2024 2:17:33 PM, 5.4305
13/10/2024 2:17:33 PM, 5.4495
13/10/2024 2:17:33 PM, 6.3607
13/10/2024 2:17:33 PM, 5.3489
13/10/2024 2:17:33 PM, 5.8248
13/10/2024 2:17:33 PM, 5.5428
13/10/2024 2:17:33 PM, 5.3794
13/10/2024 2:17:33 PM, 5.3801
13/10/2024 2:17:33 PM, 5.3968
13/10/2024 2:17:33 PM, 5.5483
13/10/2024 2:17:33 PM, 5.723
13/10/2024 2:17:33 PM, 5.6373
13/10/2024 2:17:33 PM, 5.5815
13/10/2024 2:17:33 PM, 5.4394
13/10/2024 2:17:33 PM, 5.6845
13/10/2024 2:17:33 PM, 5.4154
13/10/2024 2:17:33 PM, 5.6261
13/10/2024 2:17:33 PM, 7.7327
13/10/2024 2:17:33 PM, 7.0847
13/10/2024 2:17:33 PM, 6.2374
13/10/2024 2:17:33 PM, 6.1681
13/10/2024 2:17:33 PM, 5.579
13/10/2024 2:17:33 PM, 6.1261
13/10/2024 2:17:33 PM, 10.6087
13/10/2024 2:17:33 PM, 6.0924
13/10/2024 2:17:33 PM, 5.6292
13/10/2024 2:17:33 PM, 5.8871
13/10/2024 2:17:33 PM, 5.54
13/10/2024 2:17:33 PM, 6.4638
13/10/2024 2:17:33 PM, 5.8388
13/10/2024 2:17:33 PM, 6.9845
13/10/2024 2:17:33 PM, 12.4397
13/10/2024 2:17:33 PM, 5.6701
13/10/2024 2:17:33 PM, 5.8089
13/10/2024 2:17:33 PM, 5.3653
13/10/2024 2:17:33 PM, 5.7668
13/10/2024 2:17:33 PM, 5.3971
13/10/2024 2:17:33 PM, 5.5351
13/10/2024 2:17:33 PM, 5.5751
13/10/2024 2:17:33 PM, 6.8051
13/10/2024 2:17:33 PM, 6.5631
13/10/2024 2:17:33 PM, 6.0202
13/10/2024 2:17:33 PM, 7.6068
13/10/2024 2:17:33 PM, 5.8823
13/10/2024 2:17:33 PM, 5.9852
13/10/2024 2:17:33 PM, 5.6686
13/10/2024 2:17:33 PM, 5.9535
13/10/2024 2:17:33 PM, 6.6027
13/10/2024 2:17:34 PM, 6.6832
13/10/2024 2:17:34 PM, 6.0645
13/10/2024 2:17:34 PM, 5.8164
13/10/2024 2:17:34 PM, 5.879
13/10/2024 2:17:34 PM, 6.2401
13/10/2024 2:17:34 PM, 5.6215
13/10/2024 2:17:34 PM, 5.608
13/10/2024 2:17:34 PM, 5.3696
13/10/2024 2:17:34 PM, 5.5115
13/10/2024 2:17:34 PM, 5.5212
13/10/2024 2:17:34 PM, 8.3195
13/10/2024 2:17:34 PM, 5.7392
13/10/2024 2:17:34 PM, 5.6403
13/10/2024 2:17:34 PM, 5.593
13/10/2024 2:17:34 PM, 5.3704
13/10/2024 2:17:34 PM, 5.7033
13/10/2024 2:17:34 PM, 5.5088
13/10/2024 2:17:34 PM, 5.4282
13/10/2024 2:17:34 PM, 5.793
13/10/2024 2:17:34 PM, 5.9691
13/10/2024 2:17:34 PM, 5.7949
13/10/2024 2:17:34 PM, 5.7532
13/10/2024 2:17:34 PM, 6.733
13/10/2024 2:17:34 PM, 6.0445
13/10/2024 2:17:34 PM, 8.0698
13/10/2024 2:17:34 PM, 5.726
13/10/2024 2:17:34 PM, 7.9652
13/10/2024 2:17:34 PM, 5.9553
13/10/2024 2:17:34 PM, 10.9855
13/10/2024 2:17:34 PM, 10.0126
13/10/2024 2:17:34 PM, 7.2633
13/10/2024 2:17:34 PM, 10.381
13/10/2024 2:17:34 PM, 8.4714
13/10/2024 2:17:34 PM, 5.6824
13/10/2024 2:17:34 PM, 5.4253
13/10/2024 2:17:34 PM, 10.3051
13/10/2024 2:17:34 PM, 9.1251
13/10/2024 2:17:34 PM, 7.4691
13/10/2024 2:17:34 PM, 6.9475
13/10/2024 2:17:34 PM, 7.2703
13/10/2024 2:17:34 PM, 5.9679
13/10/2024 2:17:34 PM, 8.3956
13/10/2024 2:17:34 PM, 8.3318
13/10/2024 2:17:34 PM, 10.3281
13/10/2024 2:17:34 PM, 7.0226
13/10/2024 2:17:34 PM, 5.9262
13/10/2024 2:17:34 PM, 6.6935
13/10/2024 2:17:34 PM, 6.7264
13/10/2024 2:17:34 PM, 7.0283
13/10/2024 2:17:34 PM, 6.4226
13/10/2024 2:17:34 PM, 5.8954
13/10/2024 2:17:34 PM, 6.1723
13/10/2024 2:17:34 PM, 5.8384
13/10/2024 2:17:34 PM, 6.2323
13/10/2024 2:17:34 PM, 6.0117
13/10/2024 2:17:35 PM, 5.7097
13/10/2024 2:17:35 PM, 5.9741
13/10/2024 2:17:35 PM, 6.486
13/10/2024 2:17:35 PM, 7.5712
13/10/2024 2:17:35 PM, 6.4028
13/10/2024 2:17:35 PM, 8.4261
13/10/2024 2:17:35 PM, 6.6872
13/10/2024 2:17:35 PM, 6.7707
13/10/2024 2:17:35 PM, 7.8538
13/10/2024 2:17:35 PM, 9.0881
